iter	Logloss
111	0.1009207
112	0.1006684317
113	0.1004991399
114	0.1002293106
115	0.1000909547
116	0.09995797694
117	0.09982757558
118	0.09969081747
119	0.09950086369
120	0.09932873592
121	0.09916792703
122	0.09899959576
123	0.0984776644
124	0.09827792565
125	0.09821119428
126	0.09805146756
127	0.09778909899
128	0.0971400315
129	0.09689574534
130	0.09681006282
131	0.09668470358
132	0.09662434254
133	0.09632304695
134	0.09623898004
135	0.09595238736
136	0.09586779977
137	0.09566231132
138	0.0955618557
139	0.09543089888
140	0.09531355366
141	0.09518102233
142	0.09510481829
143	0.09488037749
144	0.09475083582
145	0.09456630327
146	0.09435680014
147	0.09424036047
148	0.09407061556
149	0.09382892641
150	0.09349309866
151	0.09328812847
152	0.09317281411
153	0.09307947395
154	0.09296671891
155	0.0928098212
156	0.09265040925
157	0.09242529994
158	0.09220653288
159	0.09212400264
160	0.09198598942
161	0.0918911162
162	0.09183123785
163	0.09167473658
164	0.09160773247
165	0.09148985243
166	0.09142138831
167	0.09123464742
168	0.09116785607
169	0.09103668539
170	0.09088575145
171	0.09066101854
172	0.09058438627
173	0.09049995088
174	0.09046714254
175	0.0903398091
176	0.09000693414
177	0.08995510475
178	0.08986451574
179	0.08978235272
180	0.08962429789
181	0.08953418378
182	0.08933001239
183	0.08918745331
184	0.08888447139
185	0.08883792251
186	0.08876681474
187	0.08870213266
188	0.08851976583
189	0.08841234957
190	0.08831572772
191	0.0881398418
192	0.08804474387
193	0.08801045751
194	0.08791434972
195	0.08788315851
196	0.0873082289
197	0.08724332132
198	0.0870501611
199	0.08698661501
200	0.08688933014
201	0.08681382544
202	0.08660331094
203	0.08648802348
204	0.0863720367
205	0.08631122329
206	0.08622345436
207	0.08613742012
208	0.08605643089
209	0.08599243999
210	0.08583999337
211	0.08578289469
212	0.08573975342
213	0.08564757985
214	0.08557664219
215	0.0855256852
216	0.08516047674
217	0.08501470315
218	0.08491413896
219	0.08482449717
220	0.08476866444
221	0.08460295693
222	0.08453137354
223	0.08439702422
224	0.08431409031
225	0.08422746729
226	0.08418045659
227	0.08410233866
228	0.08404944593
229	0.08390491988
230	0.08383228926
231	0.08376028746
232	0.08372397064
233	0.08358861264
234	0.08351576438
235	0.08341265096
236	0.08337810957
237	0.08328068914
238	0.08323674216
239	0.08311048242
240	0.08305380216
241	0.08296803839
242	0.08289858274
243	0.08284627366
244	0.08279129569
245	0.0827313369
246	0.08270595685
247	0.08263523478
248	0.08249752795
249	0.08247018628
250	0.08242056617
251	0.08236818421
252	0.08234473639
253	0.08228982853
254	0.08225679701
255	0.08217907145
256	0.08192069951
257	0.08182592064
258	0.08170374788
259	0.08150236564
260	0.08147702208
261	0.0812599163
262	0.081168622
263	0.08112573517
264	0.08097705498
265	0.0809350517
266	0.08085269121
267	0.08079623771
268	0.0807103612
269	0.0806511692
270	0.08060049389
271	0.08053709807
272	0.08051636269
273	0.08048433952
274	0.08041668006
275	0.08037486271
276	0.08031357987
277	0.08020606197
278	0.08003119107
279	0.07984535304
280	0.07981337846
281	0.07971984227
282	0.07965512105
283	0.07960661176
284	0.07954812032
285	0.07950352499
286	0.07938863209
287	0.07933093731
288	0.07929723443
289	0.07919821687
290	0.07915771475
291	0.07913088286
292	0.07909373146
293	0.07907040992
294	0.07903465013
295	0.07898318916
296	0.07885322434
297	0.07878739631
298	0.07871689886
299	0.07866965082
300	0.07860456229
301	0.07857507742
302	0.0785239858
303	0.07850229632
304	0.07845769968
305	0.07841582185
306	0.0783272098
307	0.07828064666
308	0.07824941997
309	0.07816046333
310	0.07813903472
311	0.07799440557
312	0.07793175953
313	0.0778645069
314	0.07781594156
315	0.07777938215
316	0.07772393558
317	0.07769390858
318	0.07763211626
319	0.07761626046
320	0.07754948282
321	0.077495739
322	0.07746651726
323	0.07743934229
324	0.07738554958
325	0.07731513466
326	0.07727557574
327	0.07726509702
328	0.0772305911
329	0.07719314455
330	0.07710143627
331	0.07705265465
332	0.07704195835
333	0.07699288257
334	0.07692303346
335	0.0768686709
336	0.07684742388
337	0.07676316206
338	0.07674022028
339	0.07669468742
340	0.0766560664
341	0.07662700174
342	0.07655885412
343	0.07648875116
344	0.07641216677
345	0.07638847584
346	0.0763497203
347	0.07633322026
348	0.07627209374
349	0.07612029167
350	0.07599835717
351	0.07596356917
352	0.07589894192
353	0.07587048178
354	0.07578280491
355	0.07574435568
356	0.07572798954
357	0.07567541138
358	0.07555196862
359	0.0755271334
360	0.07541759489
361	0.07534569899
362	0.07526992558
363	0.07519858616
364	0.07515910477
365	0.07509825408
366	0.07507573654
367	0.07503397413
368	0.07498615696
369	0.07495828756
370	0.07489206205
371	0.07476010977
372	0.07471796447
373	0.0746932597
374	0.07464485257
375	0.07461118832
376	0.07457013437
377	0.07455403078
378	0.07451142087
379	0.07445973988
380	0.07436994642
381	0.07433060781
382	0.07428105587
383	0.0742341375
384	0.074154334
385	0.0741098615
386	0.07407630448
387	0.07403537963
388	0.07401171587
389	0.07394504499
390	0.07393384746
391	0.07390470829
392	0.07389516185
393	0.07387843494
394	0.07384811177
395	0.07379858743
396	0.07375342954
397	0.07370642789
398	0.07369009707
399	0.07367624749
400	0.07364507503
401	0.07361014946
402	0.07355389742
403	0.07350683876
404	0.07342215679
405	0.07339300325
406	0.07334838598
407	0.07332390363
408	0.07328246691
409	0.07327253522
410	0.07324693907
411	0.07320323262
412	0.07314876652
413	0.07312728889
414	0.07307004321
415	0.07304936525
416	0.07302471536
417	0.07295832885
418	0.07288769132
419	0.07284486514
420	0.07280096107
421	0.07278026718
422	0.072754059
423	0.07268783571
424	0.07267094035
425	0.07264330239
426	0.07260929383
427	0.07257171261
428	0.0725508757
429	0.07251385352
430	0.07247709355
431	0.07242262096
432	0.07239959284
433	0.07235635334
434	0.07231030574
435	0.07222676382
436	0.07221234338
437	0.07218002797
438	0.07213481957
439	0.07210675489
440	0.07204781681
441	0.07196637776
442	0.07193069009
443	0.07185398657
444	0.07181387459
445	0.07178282705
446	0.07172742652
447	0.07168757812
448	0.07165740353
449	0.07163952258
450	0.07162056954
451	0.07158735159
452	0.07155800367
453	0.07152023912
454	0.07149479857
455	0.07148262279
456	0.07142582352
457	0.07137126682
458	0.07135928706
459	0.071317501
460	0.07127154938
461	0.07121946208
462	0.07118125416
463	0.07115817575
464	0.07112986919
465	0.07109742582
466	0.07105616023
467	0.07104287074
468	0.07101963592
469	0.07097223571
470	0.070960314
471	0.07094098549
472	0.07092075251
473	0.07083781799
474	0.07079820678
475	0.07076075169
476	0.07073283419
477	0.07070041111
478	0.07065707938
479	0.0706436851
480	0.07062944782
481	0.07055609958
482	0.07051751421
483	0.07049197938
484	0.07045263718
485	0.07043501582
486	0.07037928973
487	0.07034840499
488	0.07032228337
489	0.07029352223
490	0.07026947888
491	0.07021390743
492	0.07020157162
493	0.0701622492
494	0.07012066596
495	0.0700578408
496	0.07003485449
497	0.06998920764
498	0.0699570073
499	0.06993236575
500	0.0698736369
501	0.06976670852
502	0.06975820616
503	0.06973406736
504	0.0697015457
505	0.06965748845
506	0.06963440288
507	0.06961945339
508	0.06958166904
509	0.0695517805
510	0.06950004361
511	0.06946610232
512	0.0694235372
513	0.0693959204
514	0.06937648745
515	0.06936076984
516	0.06932735518
517	0.06924206851
518	0.06919799361
519	0.069155076
520	0.06911370229
521	0.06908323276
522	0.06905553093
523	0.06904061897
524	0.06901204842
525	0.06888027201
526	0.06884889243
527	0.06882120802
528	0.06879471633
529	0.06878292031
530	0.06873662832
531	0.06853769645
532	0.06848051378
533	0.06845580866
534	0.06839396601
535	0.06834624953
536	0.06833475246
537	0.06832430492
538	0.06824377703
539	0.0682076812
540	0.06817653862
541	0.06816472467
542	0.06814726252
543	0.06810698321
544	0.06807285511
545	0.06805682536
546	0.06803150975
547	0.06800291927
548	0.06793555771
549	0.06791359655
550	0.0678676327
551	0.0678283426
552	0.06780953774
553	0.06778220783
554	0.06776584232
555	0.0677399542
556	0.06773902128
557	0.06769961232
558	0.06766601521
559	0.06764577981
560	0.06762434427
561	0.06759519146
562	0.06757854558
563	0.06756285984
564	0.06753729106
565	0.06752194033
566	0.06749095839
567	0.06742275912
568	0.0673903793
569	0.06737494882
570	0.06734044738
571	0.06730901586
572	0.06728791835
573	0.06726499138
574	0.06722220503
575	0.06719011571
576	0.06714610459
577	0.06711070857
578	0.06708176521
579	0.06705223667
580	0.06698419621
581	0.06692398821
582	0.06691704077
583	0.06689510598
584	0.06686612937
585	0.06684995161
586	0.06683990176
587	0.06681111706
588	0.06676238407
589	0.06672092365
590	0.06663234749
591	0.06660081846
592	0.06658543263
593	0.06653648566
594	0.06651048535
595	0.06646200488
596	0.06643049117
597	0.06640070564
598	0.06637221593
599	0.06634851939
600	0.06630578984
601	0.06629511559
602	0.06628570933
603	0.06628564205
604	0.06622883248
605	0.06620567504
606	0.06618665336
607	0.06615872874
608	0.06614853757
609	0.06613279525
610	0.06610802762
611	0.06609573838
612	0.06608672168
613	0.06608031541
614	0.06606197202
615	0.0660501893
616	0.06602250152
617	0.06599327935
618	0.06593211072
619	0.06591960055
620	0.06588776285
621	0.06586090169
622	0.06582267808
623	0.06580409638
624	0.06579573386
625	0.06578149701
626	0.06574795183
627	0.06573277995
628	0.06569528369
629	0.0656826014
630	0.06567561638
631	0.06566061391
632	0.06562976541
633	0.06561514465
634	0.06557688011
635	0.06554187203
636	0.06549636186
637	0.065453249
638	0.065431508
639	0.06536654246
640	0.06533818488
641	0.0653204928
642	0.06528304491
643	0.06524374134
644	0.06521644654
645	0.06520287097
646	0.06518198709
647	0.06514073096
648	0.0651115546
649	0.06509593778
650	0.0650821527
651	0.06505010783
652	0.06501593852
653	0.06498305632
654	0.06496476705
655	0.06492699898
656	0.06490156542
657	0.06486244566
658	0.06483986613
659	0.06479904544
660	0.06476467046
661	0.06472127929
662	0.06467642725
663	0.06466229146
664	0.06464888523
665	0.06461063497
666	0.06460045493
667	0.06459260251
668	0.06458450077
669	0.06457237257
670	0.06455379752
671	0.06453366971
672	0.06452092538
673	0.06451149209
674	0.06450277847
675	0.06449561442
676	0.0644696268
677	0.06446165124
678	0.06442534157
679	0.06440303701
680	0.06434983985
681	0.06433307745
682	0.0643218517
683	0.06430237516
684	0.06427948098
685	0.06426416228
686	0.06425485711
687	0.06422672452
688	0.06418181344
689	0.06414066316
690	0.06410077443
691	0.06406963367
692	0.06402951575
693	0.06400037874
694	0.06393314351
695	0.06390938058
696	0.06387909619
697	0.06386418503
698	0.06382889993
699	0.06380130758
700	0.06375866341
701	0.06371202004
702	0.06368888038
703	0.06365742988
704	0.06362133611
705	0.06360343215
706	0.06357667666
707	0.06355601176
708	0.06353402873
709	0.06353137846
710	0.06350227319
711	0.06347435518
712	0.063445484
713	0.06344042599
714	0.06342157705
715	0.06341496887
716	0.06338927189
717	0.06337055741
718	0.06333395845
719	0.06331314238
720	0.06328573708
721	0.06326057
722	0.06324580279
723	0.06322388479
724	0.0631951416
725	0.06318386819
726	0.06316618795
727	0.06312426517
728	0.06310278466
729	0.06308202309
730	0.06306557428
731	0.06302207162
732	0.06300390138
733	0.06297461009
734	0.06292609427
735	0.06289688945
736	0.06286465149
737	0.06279034663
738	0.06276110526
739	0.06270089948
740	0.06268596651
741	0.06266499162
742	0.06265499662
743	0.06264248751
744	0.06261823672
745	0.06259613928
746	0.06257909098
747	0.06255073605
748	0.06253387874
749	0.06252950595
750	0.06250051869
751	0.06248266665
752	0.06247940445
753	0.0624666867
754	0.06244356134
755	0.06243412942
756	0.06240757671
757	0.06239265752
758	0.06236442022
759	0.06232818249
760	0.06232574961
761	0.06231340876
762	0.06230756913
763	0.06230078503
764	0.06228330917
765	0.06227126881
766	0.06224655548
767	0.06223934471
768	0.06222699856
769	0.06220554958
770	0.06216565948
771	0.06214372469
772	0.06212235597
773	0.06209090004
774	0.0620588489
775	0.06202929629
776	0.06198443263
777	0.06197285929
778	0.06195153189
779	0.06192235504
780	0.06188913779
781	0.06185519336
782	0.0618337062
783	0.06180410698
784	0.06178660962
785	0.0617624317
786	0.06172552791
787	0.06169108811
788	0.06167140176
789	0.06164994152
790	0.06163863646
791	0.06162771206
792	0.06161087319
793	0.06159826733
794	0.0615838058
795	0.0615756479
796	0.06154389176
797	0.06151328112
798	0.06149259741
799	0.06147412623
800	0.06146141946
801	0.06142360061
802	0.06140759688
803	0.06139379853
804	0.06136845294
805	0.06134229374
806	0.06133549713
807	0.06131128839
808	0.06129007299
809	0.06128825484
810	0.06126068323
811	0.06123748941
812	0.06122627165
813	0.06121647699
814	0.06120560916
815	0.06120013563
816	0.06118446785
817	0.0611773078
818	0.06117152173
819	0.06116118221
820	0.06114392725
821	0.06111713076
822	0.06103712462
823	0.06100913209
824	0.06100138249
825	0.06099782545
826	0.06096049494
827	0.06092842027
828	0.0608933437
829	0.060854539
830	0.06082338672
831	0.06081200089
832	0.06079520276
833	0.06077276938
834	0.06073865692
835	0.06070652202
836	0.06066978377
837	0.06065559982
838	0.0606334271
839	0.06061487521
840	0.06060137515
841	0.06056467706
842	0.06051479089
843	0.06049142088
844	0.06047795775
845	0.0604475479
846	0.06041143102
847	0.06038145537
848	0.06035970291
849	0.06032876175
850	0.06031650083
851	0.06028856278
852	0.06025946029
853	0.060252132
854	0.0602335
855	0.06021118933
856	0.06018176993
857	0.0601650952
858	0.06013880404
859	0.06011030407
860	0.06009172896
861	0.06006069586
862	0.06004113374
863	0.060011083
864	0.05998845789
865	0.05997220506
866	0.05994018312
867	0.05992203492
868	0.05990944117
869	0.05988469604
870	0.05985008123
871	0.05981973124
872	0.05979792453
873	0.05975252933
874	0.05973673415
875	0.05967678452
876	0.05964996698
877	0.05961666529
878	0.05959281998
879	0.05957029557
880	0.05954247194
881	0.059505774
882	0.05948659354
883	0.05947741703
884	0.05945135592
885	0.05942919648
886	0.05940130012
887	0.05937145425
888	0.05934225747
889	0.05932141006
890	0.05928496878
891	0.05925754637
892	0.05923362534
893	0.05922291322
894	0.05920995548
895	0.05918821749
896	0.05916484802
897	0.05915228673
898	0.05913511379
899	0.05910669118
900	0.05908833322
901	0.05907322427
902	0.05904303998
903	0.05899628949
904	0.0589813232
905	0.05897267373
906	0.05896460383
907	0.05893877281
908	0.05891298037
909	0.05890359361
910	0.05887209304
911	0.05884479385
912	0.05881387329
913	0.05879392371
914	0.05878138943
915	0.05877537503
916	0.05877351824
917	0.05876412333
918	0.05874838995
919	0.05872489613
920	0.05871531377
921	0.05868992885
922	0.05866934216
923	0.05864050131
924	0.05862487257
925	0.05859147587
926	0.05856157468
927	0.05852649267
928	0.05850405842
929	0.05849730323
930	0.05847375147
931	0.05846169919
932	0.05844661842
933	0.05841809798
934	0.058387184
935	0.05836643541
936	0.05833321427
937	0.05831823569
938	0.05828856077
939	0.05827437953
940	0.05825352738
941	0.05823571006
942	0.05820341881
943	0.05817343404
944	0.05815563133
945	0.05813098186
946	0.05810168114
947	0.05807443835
948	0.05805960114
949	0.0580553455
950	0.05803412851
951	0.05802010551
952	0.05801607169
953	0.05801102093
954	0.05798390188
955	0.05796850798
956	0.05793706069
957	0.05790637604
958	0.05789287148
959	0.05786903974
960	0.05784911135
961	0.05783264182
962	0.05782273147
963	0.05779880376
964	0.05776494396
965	0.05773021099
966	0.05768540591
967	0.05767127576
968	0.05763505744
969	0.05761695976
970	0.05759396105
971	0.05756527239
972	0.05753911086
973	0.05752082797
974	0.05749467659
975	0.05746452208
976	0.05744013965
977	0.05742217052
978	0.05739303701
979	0.05737495114
980	0.05735087709
981	0.05733537195
982	0.05730231168
983	0.05728936068
984	0.05726307018
985	0.05718099264
986	0.05716784921
987	0.05716080297
988	0.05714195878
989	0.05711570276
990	0.05708472694
991	0.05707135217
992	0.05706098935
993	0.05703187684
994	0.05700965242
995	0.05698737933
996	0.05697281024
997	0.05693767291
998	0.05692452887
999	0.05688924008
